store_id,store_name
129,STORE_NAME_129
130,STORE_NAME_130
131,STORE_NAME_131
132,STORE_NAME_132
133,STORE_NAME_133
134,STORE_NAME_134
135,STORE_NAME_135
136,STORE_NAME_136
137,STORE_NAME_137
138,STORE_NAME_138
139,STORE_NAME_139
140,STORE_NAME_140
141,STORE_NAME_141
142,STORE_NAME_142
143,STORE_NAME_143
144,STORE_NAME_144
145,STORE_NAME_145
146,STORE_NAME_146
147,STORE_NAME_147
148,STORE_NAME_148
149,STORE_NAME_149
150,STORE_NAME_150
151,STORE_NAME_151
152,STORE_NAME_152
153,STORE_NAME_153
154,STORE_NAME_154
155,STORE_NAME_155
156,STORE_NAME_156
157,STORE_NAME_157
158,STORE_NAME_158
159,STORE_NAME_159
160,STORE_NAME_160
161,STORE_NAME_161
162,STORE_NAME_162
163,STORE_NAME_163
164,STORE_NAME_164
165,STORE_NAME_165
166,STORE_NAME_166
167,STORE_NAME_167
168,STORE_NAME_168
169,STORE_NAME_169
170,STORE_NAME_170
171,STORE_NAME_171
172,STORE_NAME_172
173,STORE_NAME_173
174,STORE_NAME_174
175,STORE_NAME_175
176,STORE_NAME_176
177,STORE_NAME_177
178,STORE_NAME_178
179,STORE_NAME_179
180,STORE_NAME_180
181,STORE_NAME_181
182,STORE_NAME_182
183,STORE_NAME_183
184,STORE_NAME_184
185,STORE_NAME_185
186,STORE_NAME_186
187,STORE_NAME_187
188,STORE_NAME_188
189,STORE_NAME_189
190,STORE_NAME_190
191,STORE_NAME_191
192,STORE_NAME_192
193,STORE_NAME_193
194,STORE_NAME_194
195,STORE_NAME_195
196,STORE_NAME_196
197,STORE_NAME_197
198,STORE_NAME_198
199,STORE_NAME_199
200,STORE_NAME_200
201,STORE_NAME_201
202,STORE_NAME_202
203,STORE_NAME_203
204,STORE_NAME_204
205,STORE_NAME_205
206,STORE_NAME_206
207,STORE_NAME_207
208,STORE_NAME_208
209,STORE_NAME_209
210,STORE_NAME_210
211,STORE_NAME_211
212,STORE_NAME_212
213,STORE_NAME_213
214,STORE_NAME_214
215,STORE_NAME_215
216,STORE_NAME_216
217,STORE_NAME_217
218,STORE_NAME_218
219,STORE_NAME_219
220,STORE_NAME_220
221,STORE_NAME_221
222,STORE_NAME_222
223,STORE_NAME_223
224,STORE_NAME_224
225,STORE_NAME_225
226,STORE_NAME_226
227,STORE_NAME_227
228,STORE_NAME_228
229,STORE_NAME_229
230,STORE_NAME_230
231,STORE_NAME_231
232,STORE_NAME_232
233,STORE_NAME_233
234,STORE_NAME_234
235,STORE_NAME_235
236,STORE_NAME_236
237,STORE_NAME_237
238,STORE_NAME_238
239,STORE_NAME_239
240,STORE_NAME_240
241,STORE_NAME_241
242,STORE_NAME_242
243,STORE_NAME_243
244,STORE_NAME_244
245,STORE_NAME_245
246,STORE_NAME_246
247,STORE_NAME_247
248,STORE_NAME_248
249,STORE_NAME_249
250,STORE_NAME_250
251,STORE_NAME_251
252,STORE_NAME_252
253,STORE_NAME_253
254,STORE_NAME_254
255,STORE_NAME_255
256,STORE_NAME_256
257,STORE_NAME_257
258,STORE_NAME_258
259,STORE_NAME_259
260,STORE_NAME_260
261,STORE_NAME_261
262,STORE_NAME_262
263,STORE_NAME_263
264,STORE_NAME_264
265,STORE_NAME_265
266,STORE_NAME_266
267,STORE_NAME_267
268,STORE_NAME_268
269,STORE_NAME_269
270,STORE_NAME_270
271,STORE_NAME_271
272,STORE_NAME_272
273,STORE_NAME_273
274,STORE_NAME_274
275,STORE_NAME_275
276,STORE_NAME_276
277,STORE_NAME_277
278,STORE_NAME_278
279,STORE_NAME_279
280,STORE_NAME_280
281,STORE_NAME_281
282,STORE_NAME_282
283,STORE_NAME_283
284,STORE_NAME_284
285,STORE_NAME_285
286,STORE_NAME_286
287,STORE_NAME_287
288,STORE_NAME_288
289,STORE_NAME_289
290,STORE_NAME_290
291,STORE_NAME_291
292,STORE_NAME_292
293,STORE_NAME_293
294,STORE_NAME_294
295,STORE_NAME_295
296,STORE_NAME_296
297,STORE_NAME_297
298,STORE_NAME_298
299,STORE_NAME_299
300,STORE_NAME_300
301,STORE_NAME_301
302,STORE_NAME_302
303,STORE_NAME_303
304,STORE_NAME_304
305,STORE_NAME_305
306,STORE_NAME_306
307,STORE_NAME_307
308,STORE_NAME_308
309,STORE_NAME_309
310,STORE_NAME_310
311,STORE_NAME_311
312,STORE_NAME_312
313,STORE_NAME_313
314,STORE_NAME_314
315,STORE_NAME_315
316,STORE_NAME_316
317,STORE_NAME_317
318,STORE_NAME_318
319,STORE_NAME_319
320,STORE_NAME_320
321,STORE_NAME_321
322,STORE_NAME_322
323,STORE_NAME_323
324,STORE_NAME_324
325,STORE_NAME_325
326,STORE_NAME_326
327,STORE_NAME_327
328,STORE_NAME_328
329,STORE_NAME_329
330,STORE_NAME_330
331,STORE_NAME_331
332,STORE_NAME_332
333,STORE_NAME_333
334,STORE_NAME_334
335,STORE_NAME_335
336,STORE_NAME_336
337,STORE_NAME_337
338,STORE_NAME_338
339,STORE_NAME_339
340,STORE_NAME_340
341,STORE_NAME_341
342,STORE_NAME_342
343,STORE_NAME_343
344,STORE_NAME_344
345,STORE_NAME_345
346,STORE_NAME_346
347,STORE_NAME_347
348,STORE_NAME_348
349,STORE_NAME_349
350,STORE_NAME_350
351,STORE_NAME_351
352,STORE_NAME_352
353,STORE_NAME_353
354,STORE_NAME_354
355,STORE_NAME_355
356,STORE_NAME_356
357,STORE_NAME_357
358,STORE_NAME_358
359,STORE_NAME_359
360,STORE_NAME_360
361,STORE_NAME_361
362,STORE_NAME_362
363,STORE_NAME_363
364,STORE_NAME_364
365,STORE_NAME_365
366,STORE_NAME_366
367,STORE_NAME_367
368,STORE_NAME_368
369,STORE_NAME_369
370,STORE_NAME_370
371,STORE_NAME_371
372,STORE_NAME_372
373,STORE_NAME_373
374,STORE_NAME_374
375,STORE_NAME_375
376,STORE_NAME_376
377,STORE_NAME_377
378,STORE_NAME_378
379,STORE_NAME_379
380,STORE_NAME_380
381,STORE_NAME_381
382,STORE_NAME_382
383,STORE_NAME_383
384,STORE_NAME_384
385,STORE_NAME_385
386,STORE_NAME_386
387,STORE_NAME_387
388,STORE_NAME_388
389,STORE_NAME_389
390,STORE_NAME_390
391,STORE_NAME_391
392,STORE_NAME_392
393,STORE_NAME_393
394,STORE_NAME_394
395,STORE_NAME_395
396,STORE_NAME_396
397,STORE_NAME_397
398,STORE_NAME_398
399,STORE_NAME_399
400,STORE_NAME_400
401,STORE_NAME_401
402,STORE_NAME_402
403,STORE_NAME_403
404,STORE_NAME_404
405,STORE_NAME_405
406,STORE_NAME_406
407,STORE_NAME_407
408,STORE_NAME_408
409,STORE_NAME_409
410,STORE_NAME_410
411,STORE_NAME_411
412,STORE_NAME_412
413,STORE_NAME_413
414,STORE_NAME_414
415,STORE_NAME_415
416,STORE_NAME_416
417,STORE_NAME_417
418,STORE_NAME_418
419,STORE_NAME_419
420,STORE_NAME_420
421,STORE_NAME_421
422,STORE_NAME_422
423,STORE_NAME_423
424,STORE_NAME_424
425,STORE_NAME_425
426,STORE_NAME_426
427,STORE_NAME_427
428,STORE_NAME_428
429,STORE_NAME_429
430,STORE_NAME_430
431,STORE_NAME_431
432,STORE_NAME_432
433,STORE_NAME_433
434,STORE_NAME_434
435,STORE_NAME_435
436,STORE_NAME_436
437,STORE_NAME_437
438,STORE_NAME_438
439,STORE_NAME_439
440,STORE_NAME_440
441,STORE_NAME_441
442,STORE_NAME_442
443,STORE_NAME_443
444,STORE_NAME_444
445,STORE_NAME_445
446,STORE_NAME_446
447,STORE_NAME_447
448,STORE_NAME_448
449,STORE_NAME_449
450,STORE_NAME_450
451,STORE_NAME_451
452,STORE_NAME_452
453,STORE_NAME_453
454,STORE_NAME_454
455,STORE_NAME_455
456,STORE_NAME_456
457,STORE_NAME_457
458,STORE_NAME_458
459,STORE_NAME_459
460,STORE_NAME_460
461,STORE_NAME_461
462,STORE_NAME_462
463,STORE_NAME_463
464,STORE_NAME_464
465,STORE_NAME_465
466,STORE_NAME_466
467,STORE_NAME_467
468,STORE_NAME_468
469,STORE_NAME_469
470,STORE_NAME_470
471,STORE_NAME_471
472,STORE_NAME_472
473,STORE_NAME_473
474,STORE_NAME_474
475,STORE_NAME_475
476,STORE_NAME_476
477,STORE_NAME_477
478,STORE_NAME_478
479,STORE_NAME_479
480,STORE_NAME_480
481,STORE_NAME_481
482,STORE_NAME_482
483,STORE_NAME_483
484,STORE_NAME_484
485,STORE_NAME_485
486,STORE_NAME_486
487,STORE_NAME_487
488,STORE_NAME_488
489,STORE_NAME_489
490,STORE_NAME_490
491,STORE_NAME_491
492,STORE_NAME_492
493,STORE_NAME_493
494,STORE_NAME_494
495,STORE_NAME_495
496,STORE_NAME_496
497,STORE_NAME_497
498,STORE_NAME_498
499,STORE_NAME_499
500,STORE_NAME_500
501,STORE_NAME_501
502,STORE_NAME_502
503,STORE_NAME_503
504,STORE_NAME_504
505,STORE_NAME_505
506,STORE_NAME_506
507,STORE_NAME_507
508,STORE_NAME_508
509,STORE_NAME_509
510,STORE_NAME_510
511,STORE_NAME_511
512,STORE_NAME_512
513,STORE_NAME_513
514,STORE_NAME_514
515,STORE_NAME_515
516,STORE_NAME_516
517,STORE_NAME_517
518,STORE_NAME_518
519,STORE_NAME_519
520,STORE_NAME_520
521,STORE_NAME_521
522,STORE_NAME_522
523,STORE_NAME_523
524,STORE_NAME_524
525,STORE_NAME_525
526,STORE_NAME_526
527,STORE_NAME_527
528,STORE_NAME_528
529,STORE_NAME_529
530,STORE_NAME_530
531,STORE_NAME_531
532,STORE_NAME_532
533,STORE_NAME_533
534,STORE_NAME_534
535,STORE_NAME_535
536,STORE_NAME_536
537,STORE_NAME_537
538,STORE_NAME_538
539,STORE_NAME_539
540,STORE_NAME_540
541,STORE_NAME_541
542,STORE_NAME_542
543,STORE_NAME_543
544,STORE_NAME_544
545,STORE_NAME_545
546,STORE_NAME_546
547,STORE_NAME_547
548,STORE_NAME_548
549,STORE_NAME_549
550,STORE_NAME_550
551,STORE_NAME_551
552,STORE_NAME_552
553,STORE_NAME_553
554,STORE_NAME_554
555,STORE_NAME_555
556,STORE_NAME_556
557,STORE_NAME_557
558,STORE_NAME_558
559,STORE_NAME_559
560,STORE_NAME_560
561,STORE_NAME_561
562,STORE_NAME_562
563,STORE_NAME_563
564,STORE_NAME_564
565,STORE_NAME_565
566,STORE_NAME_566
567,STORE_NAME_567
568,STORE_NAME_568
569,STORE_NAME_569
570,STORE_NAME_570
571,STORE_NAME_571
572,STORE_NAME_572
573,STORE_NAME_573
574,STORE_NAME_574
575,STORE_NAME_575
576,STORE_NAME_576
577,STORE_NAME_577
578,STORE_NAME_578
579,STORE_NAME_579
580,STORE_NAME_580
581,STORE_NAME_581
582,STORE_NAME_582
583,STORE_NAME_583
584,STORE_NAME_584
585,STORE_NAME_585
586,STORE_NAME_586
587,STORE_NAME_587
588,STORE_NAME_588
589,STORE_NAME_589
590,STORE_NAME_590
591,STORE_NAME_591
592,STORE_NAME_592
593,STORE_NAME_593
594,STORE_NAME_594
595,STORE_NAME_595
596,STORE_NAME_596
597,STORE_NAME_597
598,STORE_NAME_598
599,STORE_NAME_599
600,STORE_NAME_600
601,STORE_NAME_601
602,STORE_NAME_602
603,STORE_NAME_603
604,STORE_NAME_604
605,STORE_NAME_605
606,STORE_NAME_606
607,STORE_NAME_607
608,STORE_NAME_608
609,STORE_NAME_609
610,STORE_NAME_610
611,STORE_NAME_611
612,STORE_NAME_612
613,STORE_NAME_613
614,STORE_NAME_614
615,STORE_NAME_615
616,STORE_NAME_616
617,STORE_NAME_617
618,STORE_NAME_618
619,STORE_NAME_619
620,STORE_NAME_620
621,STORE_NAME_621
622,STORE_NAME_622
623,STORE_NAME_623
624,STORE_NAME_624
625,STORE_NAME_625
626,STORE_NAME_626
627,STORE_NAME_627
628,STORE_NAME_628
629,STORE_NAME_629
630,STORE_NAME_630
631,STORE_NAME_631
632,STORE_NAME_632
633,STORE_NAME_633
634,STORE_NAME_634
635,STORE_NAME_635
636,STORE_NAME_636
637,STORE_NAME_637
638,STORE_NAME_638
639,STORE_NAME_639
640,STORE_NAME_640
641,STORE_NAME_641
642,STORE_NAME_642
643,STORE_NAME_643
644,STORE_NAME_644
645,STORE_NAME_645
646,STORE_NAME_646
647,STORE_NAME_647
648,STORE_NAME_648
649,STORE_NAME_649
650,STORE_NAME_650
651,STORE_NAME_651
652,STORE_NAME_652
653,STORE_NAME_653
654,STORE_NAME_654
655,STORE_NAME_655
656,STORE_NAME_656
657,STORE_NAME_657
658,STORE_NAME_658
659,STORE_NAME_659
660,STORE_NAME_660
661,STORE_NAME_661
662,STORE_NAME_662
663,STORE_NAME_663
664,STORE_NAME_664
665,STORE_NAME_665
666,STORE_NAME_666
667,STORE_NAME_667
668,STORE_NAME_668
669,STORE_NAME_669
670,STORE_NAME_670
671,STORE_NAME_671
672,STORE_NAME_672
673,STORE_NAME_673
674,STORE_NAME_674
675,STORE_NAME_675
676,STORE_NAME_676
677,STORE_NAME_677
678,STORE_NAME_678
679,STORE_NAME_679
680,STORE_NAME_680
681,STORE_NAME_681
682,STORE_NAME_682
683,STORE_NAME_683
684,STORE_NAME_684
685,STORE_NAME_685
686,STORE_NAME_686
687,STORE_NAME_687
688,STORE_NAME_688
689,STORE_NAME_689
690,STORE_NAME_690
691,STORE_NAME_691
692,STORE_NAME_692
693,STORE_NAME_693
694,STORE_NAME_694
695,STORE_NAME_695
696,STORE_NAME_696
697,STORE_NAME_697
698,STORE_NAME_698
699,STORE_NAME_699
700,STORE_NAME_700
701,STORE_NAME_701
702,STORE_NAME_702
703,STORE_NAME_703
704,STORE_NAME_704
705,STORE_NAME_705
706,STORE_NAME_706
707,STORE_NAME_707
708,STORE_NAME_708
709,STORE_NAME_709
710,STORE_NAME_710
711,STORE_NAME_711
712,STORE_NAME_712
713,STORE_NAME_713
714,STORE_NAME_714
715,STORE_NAME_715
716,STORE_NAME_716
717,STORE_NAME_717
718,STORE_NAME_718
719,STORE_NAME_719
720,STORE_NAME_720
721,STORE_NAME_721
722,STORE_NAME_722
723,STORE_NAME_723
724,STORE_NAME_724
725,STORE_NAME_725
726,STORE_NAME_726
727,STORE_NAME_727
728,STORE_NAME_728
729,STORE_NAME_729
730,STORE_NAME_730
731,STORE_NAME_731
732,STORE_NAME_732
733,STORE_NAME_733
734,STORE_NAME_734
735,STORE_NAME_735
736,STORE_NAME_736
737,STORE_NAME_737
738,STORE_NAME_738
739,STORE_NAME_739
740,STORE_NAME_740
741,STORE_NAME_741
742,STORE_NAME_742
743,STORE_NAME_743
744,STORE_NAME_744
745,STORE_NAME_745
746,STORE_NAME_746
747,STORE_NAME_747
748,STORE_NAME_748
749,STORE_NAME_749
750,STORE_NAME_750
751,STORE_NAME_751
752,STORE_NAME_752
753,STORE_NAME_753
754,STORE_NAME_754
755,STORE_NAME_755
756,STORE_NAME_756
757,STORE_NAME_757
758,STORE_NAME_758
759,STORE_NAME_759
760,STORE_NAME_760
761,STORE_NAME_761
762,STORE_NAME_762
763,STORE_NAME_763
764,STORE_NAME_764
765,STORE_NAME_765
766,STORE_NAME_766
767,STORE_NAME_767
768,STORE_NAME_768
769,STORE_NAME_769
770,STORE_NAME_770
771,STORE_NAME_771
772,STORE_NAME_772
773,STORE_NAME_773
774,STORE_NAME_774
775,STORE_NAME_775
776,STORE_NAME_776
777,STORE_NAME_777
778,STORE_NAME_778
779,STORE_NAME_779
780,STORE_NAME_780
781,STORE_NAME_781
782,STORE_NAME_782
783,STORE_NAME_783
784,STORE_NAME_784
785,STORE_NAME_785
786,STORE_NAME_786
787,STORE_NAME_787
788,STORE_NAME_788
789,STORE_NAME_789
790,STORE_NAME_790
791,STORE_NAME_791
792,STORE_NAME_792
793,STORE_NAME_793
794,STORE_NAME_794
795,STORE_NAME_795
796,STORE_NAME_796
797,STORE_NAME_797
798,STORE_NAME_798
799,STORE_NAME_799
800,STORE_NAME_800
801,STORE_NAME_801
802,STORE_NAME_802
803,STORE_NAME_803
804,STORE_NAME_804
805,STORE_NAME_805
806,STORE_NAME_806
807,STORE_NAME_807
808,STORE_NAME_808
809,STORE_NAME_809
810,STORE_NAME_810
811,STORE_NAME_811
812,STORE_NAME_812
813,STORE_NAME_813
814,STORE_NAME_814
815,STORE_NAME_815
816,STORE_NAME_816
817,STORE_NAME_817
818,STORE_NAME_818
819,STORE_NAME_819
820,STORE_NAME_820
821,STORE_NAME_821
822,STORE_NAME_822
823,STORE_NAME_823
824,STORE_NAME_824
825,STORE_NAME_825
826,STORE_NAME_826
827,STORE_NAME_827
828,STORE_NAME_828
829,STORE_NAME_829
830,STORE_NAME_830
831,STORE_NAME_831
832,STORE_NAME_832
833,STORE_NAME_833
834,STORE_NAME_834
835,STORE_NAME_835
836,STORE_NAME_836
837,STORE_NAME_837
838,STORE_NAME_838
839,STORE_NAME_839
840,STORE_NAME_840
841,STORE_NAME_841
842,STORE_NAME_842
843,STORE_NAME_843
844,STORE_NAME_844
845,STORE_NAME_845
846,STORE_NAME_846
847,STORE_NAME_847
848,STORE_NAME_848
849,STORE_NAME_849
850,STORE_NAME_850
851,STORE_NAME_851
852,STORE_NAME_852
853,STORE_NAME_853
854,STORE_NAME_854
855,STORE_NAME_855
856,STORE_NAME_856
857,STORE_NAME_857
858,STORE_NAME_858
859,STORE_NAME_859
860,STORE_NAME_860
861,STORE_NAME_861
862,STORE_NAME_862
863,STORE_NAME_863
864,STORE_NAME_864
865,STORE_NAME_865
866,STORE_NAME_866
867,STORE_NAME_867
868,STORE_NAME_868
869,STORE_NAME_869
870,STORE_NAME_870
871,STORE_NAME_871
872,STORE_NAME_872
873,STORE_NAME_873
874,STORE_NAME_874
875,STORE_NAME_875
876,STORE_NAME_876
877,STORE_NAME_877
878,STORE_NAME_878
879,STORE_NAME_879
880,STORE_NAME_880
881,STORE_NAME_881
882,STORE_NAME_882
883,STORE_NAME_883
884,STORE_NAME_884
885,STORE_NAME_885
886,STORE_NAME_886
887,STORE_NAME_887
888,STORE_NAME_888
889,STORE_NAME_889
890,STORE_NAME_890
891,STORE_NAME_891
892,STORE_NAME_892
893,STORE_NAME_893
894,STORE_NAME_894
895,STORE_NAME_895
896,STORE_NAME_896
897,STORE_NAME_897
898,STORE_NAME_898
899,STORE_NAME_899
900,STORE_NAME_900
901,STORE_NAME_901
902,STORE_NAME_902
903,STORE_NAME_903
904,STORE_NAME_904
905,STORE_NAME_905
906,STORE_NAME_906
907,STORE_NAME_907
908,STORE_NAME_908
909,STORE_NAME_909
910,STORE_NAME_910
911,STORE_NAME_911
912,STORE_NAME_912
913,STORE_NAME_913
914,STORE_NAME_914
915,STORE_NAME_915
916,STORE_NAME_916
917,STORE_NAME_917
918,STORE_NAME_918
919,STORE_NAME_919
920,STORE_NAME_920
921,STORE_NAME_921
922,STORE_NAME_922
923,STORE_NAME_923
924,STORE_NAME_924
925,STORE_NAME_925
926,STORE_NAME_926
927,STORE_NAME_927
928,STORE_NAME_928
929,STORE_NAME_929
930,STORE_NAME_930
931,STORE_NAME_931
932,STORE_NAME_932
933,STORE_NAME_933
934,STORE_NAME_934
935,STORE_NAME_935
936,STORE_NAME_936
937,STORE_NAME_937
938,STORE_NAME_938
939,STORE_NAME_939
940,STORE_NAME_940
941,STORE_NAME_941
942,STORE_NAME_942
943,STORE_NAME_943
944,STORE_NAME_944
945,STORE_NAME_945
946,STORE_NAME_946
947,STORE_NAME_947
948,STORE_NAME_948
949,STORE_NAME_949
950,STORE_NAME_950
951,STORE_NAME_951
952,STORE_NAME_952
953,STORE_NAME_953
954,STORE_NAME_954
955,STORE_NAME_955
956,STORE_NAME_956
957,STORE_NAME_957
958,STORE_NAME_958
959,STORE_NAME_959
960,STORE_NAME_960
961,STORE_NAME_961
962,STORE_NAME_962
963,STORE_NAME_963
964,STORE_NAME_964
965,STORE_NAME_965
966,STORE_NAME_966
967,STORE_NAME_967
968,STORE_NAME_968
969,STORE_NAME_969
970,STORE_NAME_970
971,STORE_NAME_971
972,STORE_NAME_972
973,STORE_NAME_973
974,STORE_NAME_974
975,STORE_NAME_975
976,STORE_NAME_976
977,STORE_NAME_977
978,STORE_NAME_978
979,STORE_NAME_979
980,STORE_NAME_980
981,STORE_NAME_981
982,STORE_NAME_982
983,STORE_NAME_983
984,STORE_NAME_984
985,STORE_NAME_985
986,STORE_NAME_986
987,STORE_NAME_987
988,STORE_NAME_988
989,STORE_NAME_989
990,STORE_NAME_990
991,STORE_NAME_991
992,STORE_NAME_992
993,STORE_NAME_993
994,STORE_NAME_994
995,STORE_NAME_995
996,STORE_NAME_996
997,STORE_NAME_997
998,STORE_NAME_998
999,STORE_NAME_999
1000,STORE_NAME_1000
